feature_name,Norm_Coeff,Hearing_Coeff,Norm_Intercept,Hearing_Intercept,mean
ASEG-3rd-Ventricle_Volume_mm3,0.0286979608384202,0.00867044443460305,-1.16127949757967,0.563907973557855,1.00133262922085
ASEG-3rd-Ventricle_normStdDev,-0.0226511787394298,-0.00519454367206506,1.01147144598507,-0.344415435681595,0.955065298123999
ASEG-Left-choroid-plexus_Volume_mm3,0.0254485185218684,0.00199650851837217,-1.08988326086678,0.550396977743853,0.92770062998259
A2009-ctx-rh-G_orbital_GrayVol,-0.0277905759249122,0.00293325387009369,1.2836261810381,-0.597415786537486,0.923427390430477
ASEG-Left-Thalamus_Volume_mm3,-0.0234851586004868,-0.000970849192986295,1.07570875098007,-0.540196563078154,0.913431133735893
A2009-ctx-lh-Lat_Fis-post_ThickAvg,-0.0275832966327888,0.00131370504736018,1.26668297643127,-0.558591886387905,0.898942069578096
ASEG-wm-lh-caudalanteriorcingulate_normRange,0.0130534762423078,0.00219244014827085,-0.517590653807283,0.467452058554031,0.879291825929219
A2009-ctx-lh-G_precuneus_GrayVol,-0.0255827619257246,0.0035859693063806,1.20486688131758,-0.616283642138827,0.877897006531458
ASEG-Right-Putamen_Volume_mm3,-0.0210045025180147,0.0046890981493343,0.941449447084232,-0.748088821790801,0.877642138543384
ASEG-Left-Lateral-Ventricle_normStdDev,-0.0221206987234051,-0.00164390843366557,0.97707445221474,-0.495518782009023,0.872945539504462
ASEG-wm-lh-caudalanteriorcingulate_normMin,-0.0127449025047635,-0.00119543792410431,0.541202733941276,-0.471985204954953,0.867269175828281
A2009-ctx-lh-S_temporal_sup_ThickAvg,-0.0276338680920659,-0.00370296136295557,1.25569618876406,-0.412058781552422,0.866060585116412
ASEG-Right-Accumbens-area_Volume_mm3,-0.0199455637591709,0.00400305414752797,0.918981773500991,-0.655138093371015,0.852738982846607
A2009-ctx-lh-G_temporal_middle_GrayVol,-0.0223606618607173,0.00279965989141438,1.02305137422329,-0.579524726422177,0.850382012236141
A2009-ctx-rh-S_temporal_sup_ThickAvg,-0.0278542815301155,-0.00430296297123052,1.25419586216891,-0.357359428820188,0.850374467363031
A2009-ctx-lh-S_circular_insula_inf_ThickAvg,-0.0242053634269492,0.00048824995363343,1.07768650188483,-0.561353709131324,0.84958468830714
A2009-ctx-rh-Lat_Fis-post_ThickAvg,-0.0282473087354795,-0.00353074484808488,1.28601416412421,-0.387143045732905,0.849561417869553
A2009-ctx-rh-G_temp_sup-Plan_tempo_ThickAvg,-0.0222676696556794,-0.00220853220481045,1.01807178469303,-0.456315825101526,0.847520696706967
A2009-ctx-rh-S_circular_insula_inf_ThickAvg,-0.0253944741633974,-0.00355848038116449,1.14694177462605,-0.376783004888217,0.844201561984923
ASEG-CC_Mid_Posterior_normMean,-0.0191448803848904,-0.00180474891696978,0.829559719358882,-0.583974901648857,0.840116093675074
A2009-ctx-lh-G_orbital_GrayVol,-0.0288761453192193,-0.00290456468726927,1.35298152882321,-0.317146792257754,0.835934933528075
A2009-ctx-lh-G_temp_sup-Plan_tempo_ThickAvg,-0.0241378434629943,-0.00315758750507674,1.09908610610434,-0.391213681505778,0.821968906208946
A2009-ctx-lh-G_cingul-Post-dorsal_ThickAvg,-0.0277329224534229,-0.00315761202250736,1.26010472378771,-0.39957197460467,0.817715134333324
ASEG-Right-Lateral-Ventricle_normStdDev,-0.0223962705671251,-0.00196108085916512,0.982968494975056,-0.476179293851687,0.816651886380743
ASEG-Right-choroid-plexus_Volume_mm3,0.0236699059191274,0.00291046375266265,-1.02484103499893,0.442773640084757,0.812885243077903
ASEG-Left-Accumbens-area_Volume_mm3,-0.0178680267019948,0.00284369721854323,0.819319708830354,-0.620507536086198,0.812769809568267
ASEG-Left-Putamen_Volume_mm3,-0.0187848606877345,0.00507916681472599,0.842688577034388,-0.6878860999353,0.809771039787832
A2009-ctx-rh-S_oc-temp_med_and_Lingual_ThickAvg,-0.0236089314542169,-0.00125354080599121,1.07738225928985,-0.469426458332685,0.809152478601915
ASEG-Right-Thalamus_Volume_mm3,-0.0214018107000466,-0.00096858239812806,0.994510034100568,-0.466350812272481,0.803000199834561
A2009-ctx-lh-G_pariet_inf-Supramar_ThickAvg,-0.0262953005756158,-0.00232391239300742,1.19779434102221,-0.392010291341101,0.801553055782283
A2009-ctx-rh-S_calcarine_ThickStd,-0.023369756048136,0.00424962716314091,1.07639008194542,-0.579275642496127,0.794555769738199
ASEG-Left-Hippocampus_Volume_mm3,-0.0120323486421281,-0.00158061241971245,0.553677749422943,-0.500101891360649,0.788453225752065
ASEG-Left-Lateral-Ventricle_Volume_mm3,0.0224017915655651,0.00191154631431499,-0.926980482470421,0.697744686451989,0.783091622348055
ASEG-Left-Cerebellum-Cortex_Volume_mm3,-0.020357772885608,0.00185822734361187,0.923984492382574,-0.581691037342515,0.780529781203444
A2009-ctx-lh-S_oc-temp_med_and_Lingual_ThickAvg,-0.0230401912980252,-0.0059086070840397,1.03636392585459,-0.264129739930487,0.775067227123261
A2009-ctx-rh-G_precuneus_GrayVol,-0.0266301940083735,0.00157391514300759,1.24623618399072,-0.408389161829057,0.774410676043374
A2009-ctx-lh-S_circular_insula_sup_ThickAvg,-0.0297897517338162,-0.00537802332664686,1.36523950750113,-0.202082892902759,0.773441716898561
A2009-ctx-rh-G_temporal_middle_GrayVol,-0.0236072427442922,-0.00291492869656713,1.10176843292336,-0.332762438597822,0.764535515070765
A2009-ctx-lh-S_temporal_sup_GrayVol,-0.0212046536803475,0.000305297581065257,0.97797032022966,-0.51651013350702,0.763096848138997
A2009-ctx-lh-G_temp_sup-Plan_polar_GrayVol,-0.0179822830548092,0.00605840158395398,0.857962874980021,-0.690405313974321,0.761579073930241
A2009-ctx-rh-S_oc-temp_med_and_Lingual_GrayVol,-0.0184008284977428,0.00382487593670846,0.862880611838034,-0.573175547136438,0.758842165561139
A2009-ctx-rh-S_calcarine_ThickAvg,-0.0267090219540497,-0.000324647387170362,1.24184217593015,-0.338123897043049,0.755633830831778
A2009-ctx-lh-S_calcarine_ThickAvg,-0.0255255273694966,0.00123559824613359,1.1780172960869,-0.431048873363201,0.74958896912715
A2009-ctx-rh-G_front_inf-Opercular_GrayVol,-0.0236076619934962,-0.00174525558060183,1.12262534021972,-0.329845509172381,0.748058135610509
A2009-ctx-rh-G_temp_sup-Lateral_GrayVol,-0.021847970392092,-0.00261784572099657,1.02310392913768,-0.339527802525537,0.73402900757219
ASEG-Right-Cerebellum-Cortex_Volume_mm3,-0.0190897137676898,6.07497951365066E-06,0.845466808538732,-0.503636501704458,0.733600407871686
A2009-ctx-rh-G_front_inf-Triangul_ThickAvg,-0.0267946481597567,-0.00101570067560979,1.2161168095039,-0.352521243120561,0.727424463627851
A2009-ctx-lh-S_parieto_occipital_ThickAvg,-0.0263599230906908,-0.00387897468362181,1.18203346424136,-0.273069069936513,0.726591570183414
A2009-ctx-lh-S_oc-temp_med_and_Lingual_GrayVol,-0.0192064943953338,0.00192488440744264,0.877411257227915,-0.547054012523967,0.724314420907813
A2009-ctx-lh-G_front_inf-Triangul_ThickAvg,-0.0280501867837709,-0.00372268128358226,1.29808190045823,-0.185402574455064,0.722530388487768
A2009-ctx-lh-S_precentral-inf-part_ThickAvg,-0.023539403910444,0.00180206318485647,1.04734379461463,-0.385781146307387,0.72236063068998
A2009-ctx-lh-G_pariet_inf-Supramar_GrayVol,-0.0212802317857068,0.00149179844457318,0.998941288033481,-0.412184909568105,0.720996311734599
ASEG-Right-Amygdala_Volume_mm3,-0.0114422180008268,0.000406483669260628,0.509129919225714,-0.548784832640435,0.720288636051131
ASEG-Right-Hippocampus_Volume_mm3,-0.0116804184508079,-0.00193641165005847,0.529589869190285,-0.445030336542445,0.716117101617503
ASEG-Left-Amygdala_Volume_mm3,-0.0125485629406568,-0.00147120962679484,0.573201707957787,-0.458440473516676,0.713483209649371
A2009-ctx-rh-S_circular_insula_sup_ThickAvg,-0.0283490900307904,-0.00687449945488333,1.2861786216386,-0.123540635395796,0.713006980881926
A2009-ctx-rh-G_pariet_inf-Supramar_ThickAvg,-0.0281984346954346,-0.00413021285517314,1.29906758339466,-0.216285563211036,0.709992900930144
A2009-ctx-lh-S_calcarine_ThickStd,-0.0199620556848248,0.00351604203228315,0.928348751453952,-0.504075464279099,0.708632057695215
ASEG-Right-Lateral-Ventricle_Volume_mm3,0.022161050978001,0.00563889394587223,-0.929860469015876,0.46365351075496,0.708088686038201
A2009-ctx-rh-G_and_S_transv_frontopol_GrayVol,-0.0214015212206718,0.00256291150342253,0.998855989755698,-0.416542270455389,0.705891279490739
