feature_name,Norm_Coeff,Hearing_Coeff,Norm_Intercept,Hearing_Intercept,mean
A2009-ctx-lh-G_front_inf-Orbital_ThickAvg,-0.0264115310557395,0.0390798551132115,1.20552089955138,-1.32998805086999,1.54135417782933
A2009-ctx-lh-S_intrapariet_and_P_trans_ThickAvg,-0.0205449347324934,0.0331651984540047,0.931283798211497,-1.06023753495424,1.38779253966016
A2009-ctx-rh-S_intrapariet_and_P_trans_ThickAvg,-0.0209041772162717,0.0385523725134452,0.963751740145564,-1.37656687941003,1.36822125447742
A2009-ctx-rh-G_and_S_cingul-Mid-Post_ThickAvg,-0.0240168037697025,0.0341297234734929,1.10644765367898,-1.24145129760205,1.32325904491537
A2009-ctx-lh-S_temporal_sup_ThickAvg,-0.0276338680920659,0.0277427369422211,1.25569618876406,-1.09294141536058,1.32286796897921
A2009-ctx-rh-G_precuneus_ThickAvg,-0.0206912344940916,0.0339048336977217,0.933918686538794,-1.01824028711065,1.29421937872121
A2009-ctx-lh-G_temporal_middle_ThickAvg,-0.0244356670752095,0.0311978524696357,1.08972290247964,-1.17330064373084,1.27285204293815
A2009-ctx-lh-G_pariet_inf-Angular_ThickAvg,-0.0210095832726582,0.0278362194829567,0.960468144391719,-0.877313440891018,1.26006085101774
A2009-ctx-lh-G_precuneus_ThickAvg,-0.0232363585817559,0.027320043227007,1.06917942363163,-0.815722299445159,1.21854097741637
A2009-ctx-rh-Lat_Fis-post_ThickAvg,-0.0282473087354795,0.022739789899225,1.28601416412421,-0.837634898521602,1.21678175915325
A2009-ctx-rh-S_parieto_occipital_ThickAvg,-0.025295736523439,0.024302395638592,1.15212905091073,-1.01137601775875,1.20990976154497
A2009-ctx-rh-S_postcentral_ThickAvg,-0.0209380221005925,0.0291422191148743,0.967372248087986,-1.016182882289,1.20753980335591
A2009-ctx-lh-Lat_Fis-post_ThickAvg,-0.0275832966327888,0.0218740428286509,1.26668297643127,-0.749693521287128,1.19066422555156
ASEG-Optic-Chiasm_Volume_mm3,0.0199256362028776,-0.0299709404379079,-0.925811139365935,0.981543822799194,1.18856128758535
A2009-ctx-rh-Lat_Fis-ant-Horizont_ThickAvg,-0.0203118635342147,0.0301881341668994,0.947587480862195,-1.14374619073302,1.17440530357958
A2009-ctx-lh-G_occipital_middle_ThickAvg,-0.0130624791377875,0.0323224289503184,0.574624814825282,-1.31522053323193,1.17037052045258
A2009-ctx-lh-G_and_S_subcentral_ThickAvg,-0.025230686486005,0.0215502744710994,1.14571650262016,-0.724161966023242,1.14012523362779
A2009-ctx-rh-G_cingul-Post-dorsal_ThickAvg,-0.0278207628195882,0.0184280119022753,1.29330362193678,-0.394174888094001,1.1395564995481
A2009-ctx-lh-S_parieto_occipital_ThickAvg,-0.0263599230906908,0.0206738891398592,1.18203346424136,-0.732652461759479,1.13546861083312
A2009-ctx-rh-G_pariet_inf-Supramar_ThickAvg,-0.0281984346954346,0.0201464499963773,1.29906758339466,-0.584539268940549,1.11688802205777
A2009-ctx-lh-G_orbital_ThickAvg,-0.0232751548596948,0.0237084947707089,1.08226241605314,-0.662677333433853,1.10780599396696
A2009-ctx-rh-S_cingul-Marginalis_ThickAvg,-0.0201724318364169,0.0263344522614399,0.916635177489128,-1.09739067761495,1.10578838965472
A2009-ctx-rh-S_orbital_med-olfact_GrayVol,-0.0161926870847572,0.0283448322635704,0.748214381723579,-1.15370005410056,1.10119587458523
A2009-ctx-rh-S_precentral-inf-part_ThickAvg,-0.0206399855430533,0.0264232798174877,0.923437193937138,-1.1195860859071,1.0987465020781
A2009-ctx-lh-S_cingul-Marginalis_ThickAvg,-0.0179902299443529,0.0298735117970473,0.820797394116587,-1.12033682291889,1.09639533902321
A2009-ctx-lh-G_front_middle_ThickAvg,-0.023999033673399,0.0192324458783081,1.11994680108089,-0.359547677513566,1.09082407017087
A2009-ctx-rh-G_and_S_cingul-Mid-Ant_ThickAvg,-0.0242819016523937,0.021541679350644,1.13603105790326,-0.694087367942355,1.07624916869474
A2009-ctx-rh-S_front_inf_ThickAvg,-0.0200840261567005,0.0224850562552,0.934738467372331,-0.612340054334496,1.06440664763516
ASEG-Left-Thalamus_Volume_mm3,-0.0234851586004868,0.018212485281052,1.07570875098007,-0.798352290295516,1.06242565288121
A2009-ctx-lh-G_front_middle_GrayVol,-0.0231742471503046,0.0228564878120761,1.07972632431534,-0.953399350073964,1.05550858466227
A2009-ctx-rh-G_temporal_middle_ThickAvg,-0.0227832679789636,0.0197240687312561,1.04259970085077,-0.772677622040477,1.04601393865441
