feature_name,MAE_norm,mean,Norm_Coeff_age,Norm_Coeff_age2,Norm_Intercept
ASEG-3rd-Ventricle_normStdDev,0.5365140333789822,0.7116200112675665,0.01525453269059187,-0.0004659272102419186,0.08284163117967036
ASEG-Left-choroid-plexus_Volume_mm3,0.5222255006030351,0.6217804843415097,-0.0035059623766106117,0.00039858041059991696,-0.3805805156918335
A2009-ctx-lh-S_oc-temp_med_and_Lingual_ThickAvg,0.5690551717936936,0.6048822599278161,-0.016156359726002982,-2.7655953463410566e-05,0.645451710178535
A2009-ctx-rh-S_temporal_sup_ThickAvg,0.5471935868175936,0.5871396726440814,-0.10130424097575884,0.0009030125026006042,2.4052758484777175
A2009-ctx-rh-S_circular_insula_inf_ThickAvg,0.5298737950853564,0.5766638117817693,-0.03289397226680023,9.653188005691248e-06,1.1624130558373638
A2009-ctx-lh-G_temp_sup-Plan_tempo_ThickAvg,0.5547692262084362,0.5625765722963898,-0.03214677136133382,0.00012193506862051243,1.0118213072665423
A2009-ctx-rh-S_orbital-H_Shaped_ThickStd,0.5471685061944358,0.5595549219512986,-0.05250933083715351,0.00042316351414617664,1.3060349010215504
ASEG-Left-Accumbens-area_Volume_mm3,0.5636759858149242,0.5575821518910746,0.026993133036207043,-0.0005303053117546142,-0.16751145610741858
ASEG-Right-Lateral-Ventricle_normStdDev,0.5622678871757892,0.5415124856496408,0.005778684202026227,-0.00037043826183217547,0.3423908481697167
A2009-ctx-lh-G_front_inf-Orbital_ThickAvg,0.5388100906782771,0.5362002760765435,-0.10376306060977791,0.0010130583904132935,2.382153775059238
A2009-ctx-lh-S_orbital-H_Shaped_ThickStd,0.5383554119225851,0.5307884507818722,-0.07820280635859073,0.0007760603039241221,1.7004621074162711
A2009-ctx-lh-G_insular_short_GrayVol,0.5402762605672374,0.520322564310314,-0.004255579310075084,-0.00024899627870744403,0.4996552786769033
A2009-ctx-rh-G_front_inf-Opercular_ThickAvg,0.516867562059778,0.5201697030946416,-0.06339124638424976,0.0003669480277258353,1.8684221653757709
ASEG-Right-Putamen_Volume_mm3,0.5982071654905387,0.5144395971457422,0.0222094261948729,-0.0005638015001471941,-0.053115784545358556
ASEG-3rd-Ventricle_Volume_mm3,0.6380912511999749,0.5134932117270817,-0.02295626453657102,0.0008331653728396608,-0.22683423495435046
A2009-ctx-rh-G_oc-temp_lat-fusifor_ThickAvg,0.5374845615430816,0.5099402914268388,-0.03476111275344718,0.0001736666002196617,1.0432161105604516
ASEG-Right-Accumbens-area_Volume_mm3,0.5536741865792515,0.5098138763829377,0.04099801510254093,-0.0007092910395465353,-0.43411464730633853
A2009-ctx-lh-G_precuneus_GrayVol,0.5408395983072125,0.5081831939307978,-0.0671275109992976,0.0004745371786591099,1.800134125530467
A2009-ctx-lh-G_front_inf-Opercular_ThickAvg,0.5311222909080419,0.5029869103884078,-0.09692473115970171,0.0007861769657252527,2.4687445087950732
ASEG-Left-Lateral-Ventricle_normStdDev,0.5789551296085447,0.4963066266828048,-0.002600228492696127,-0.0001924754732818977,0.38321174604788116
ASEG-CC_Mid_Posterior_normMean,0.582396345635145,0.49037692321628634,0.06832591118752863,-0.0010982048801611987,-0.8995112781739544
A2009-ctx-rh-Lat_Fis-post_ThickAvg,0.5554820166284072,0.48933976460832174,-0.06682247678584434,0.0004498868948976672,1.7882521372085782
A2009-ctx-rh-G_temp_sup-Lateral_GrayVol,0.5362946330728875,0.48773494477898716,-0.05802613704767305,0.00046418703161432066,1.4730277249559285
A2009-ctx-rh-S_oc-temp_med_and_Lingual_ThickAvg,0.5876502266418462,0.48744366975307774,-0.030780130089977355,0.00020261031877565042,0.8265175910126767
A2009-ctx-rh-G_temp_sup-Plan_tempo_ThickAvg,0.5331730388839996,0.48464993059536865,-0.07155074962481664,0.0006519640971518145,1.6058371119528965
A2009-ctx-lh-G_insular_short_ThickAvg,0.5554526589304624,0.481247500867057,-0.05319218770588772,0.0003384913242960477,1.4526962418264828
A2009-ctx-lh-S_temporal_sup_ThickAvg,0.542226576122821,0.4792722355255408,-0.03709112717487018,0.00012819250217294037,1.142873167104894
A2009-ctx-lh-S_circular_insula_sup_ThickAvg,0.5454426627064577,0.47499383746693663,-0.07047348890371936,0.0005001775896547976,1.8812029732118862
A2009-ctx-lh-G_cingul-Post-dorsal_ThickAvg,0.5157748298219614,0.4676694041592429,-0.06714513172886807,0.0005085490980303407,1.7615489724369182
A2009-ctx-lh-G_and_S_transv_frontopol_ThickStd,0.5586694168201993,0.4627072309470427,-0.09956802301230049,0.0010145709399056475,2.1541000900369425
A2009-ctx-rh-G_temp_sup-Lateral_ThickAvg,0.5913308552890583,0.4615144965724836,-0.03572469996652719,0.0002071240892474197,0.9760250528570587
ASEG-Right-choroid-plexus_Volume_mm3,0.5514724951021502,0.45680513404660555,-0.01997041547747203,0.0006014377208327598,-0.13647027896459887
ASEG-Left-Lateral-Ventricle_Volume_mm3,0.5902035154989039,0.45318763723467137,-0.03088967851351899,0.0008027014055452926,0.0678611397921741
A2009-ctx-lh-G_temporal_middle_ThickAvg,0.5909813030783408,0.45306332848818626,-0.04588787691455861,0.0002718338543139527,1.3564453279509372
ASEG-Right-Cerebellum-Cortex_normMean,0.47996928991397037,0.4358200815635791,-0.01520196272198204,-1.4392141078466e-05,0.5389846040147199
ASEG-Left-Hippocampus_Volume_mm3,0.5871160113975109,0.42988316150094236,0.039509646357103134,-0.0006138039833330387,-0.5473758846523241
A2009-ctx-lh-G_Ins_lg_and_S_cent_ins_ThickAvg,0.5598557965076468,0.42927936263382116,-0.018866533966570627,-8.302969810739726e-05,0.8506175556288967
A2009-ctx-lh-G_temp_sup-Lateral_ThickAvg,0.593401718411313,0.4253003937316844,-0.021133617078540782,6.44155618751041e-05,0.7258710323419564
ASEG-Right-Lateral-Ventricle_Volume_mm3,0.6191017845723115,0.4192640462025693,-0.016599824392323843,0.000507226544663969,-0.0340628698490303
A2009-ctx-lh-S_oc-temp_med_and_Lingual_GrayVol,0.5773562331687953,0.418998659684492,0.00950266615718415,-0.0003668935265233216,0.19571129978115817
A2009-ctx-lh-S_circular_insula_inf_ThickAvg,0.5462835625024622,0.4154926447203427,-0.030439468058991045,6.544414150254565e-05,1.025638788998287
A2009-ctx-rh-G_temp_sup-G_T_transv_ThickAvg,0.5629375666177713,0.4149140172291251,-0.04372019803317225,0.00030378823645789025,1.1783931545997568
ASEG-Left-Putamen_Volume_mm3,0.5859391907029404,0.4094975094235012,0.023748891308067843,-0.0004731339209836189,-0.16124804861463884
ASEG-Left-Cerebellum-Cortex_normMean,0.46497368977405834,0.4090597329093373,-0.008853023215191234,-0.00010055961993052155,0.4271373210646726
A2009-ctx-rh-S_circular_insula_sup_ThickAvg,0.5446798320408214,0.40745053514223767,-0.07713958375754673,0.000561675953234172,1.9470260556961767
A2009-ctx-lh-G_temp_sup-G_T_transv_ThickAvg,0.5728088625177774,0.4059912216396374,-0.049714618122466,0.00044097618969616485,1.1968311502224085
ASEG-Left-Caudate_Volume_mm3,0.5554350381730433,0.40587638618560834,-0.013331441265386745,-9.91593832294372e-05,0.6966850030295015
A2009-ctx-lh-Lat_Fis-post_ThickAvg,0.5211372554695004,0.4046989676885556,-0.04545203592118128,0.00019595552985096206,1.3990938820588108
A2009-ctx-rh-G_cingul-Post-dorsal_ThickAvg,0.5461634972414338,0.4045002164505047,-0.07998123130399895,0.0006043478074380422,2.0278849461879878
A2009-ctx-lh-G_Ins_lg_and_S_cent_ins_GrayVol,0.5365781544570574,0.40117963334367907,-0.010499097180397302,-0.0001620836215261326,0.5942047270997247
A2009-ctx-rh-G_Ins_lg_and_S_cent_ins_ThickAvg,0.5469727466161022,0.40024713779449056,-0.05706425917134527,0.00039486524442704815,1.4843334714529228
A2009-ctx-lh-G_oc-temp_lat-fusifor_ThickAvg,0.5792253250844228,0.40016634185884215,-0.04039935400949516,0.00037855994905518724,0.8737926379397962
A2009-ctx-rh-G_temporal_middle_ThickAvg,0.5489520776149096,0.3997692771630848,-0.061267117748042756,0.0004899173144191076,1.498960284981333
A2009-ctx-rh-S_temporal_sup_GrayVol,0.5864656907035163,0.3949524783624596,-0.021351117475954758,8.931969806597973e-05,0.7285113927183862
ASEG-Right-Cerebellum-Cortex_Volume_mm3,0.5678926507310996,0.39437403436945856,0.012124277547142301,-0.0004026121130588031,0.12643314539978734
A2009-ctx-lh-G_orbital_GrayVol,0.5154259527132784,0.3930614257561944,-0.05713330066209422,0.00031721756257150767,1.6331851326072822
A2009-ctx-lh-G_rectus_ThickAvg,0.5095858277238303,0.39120265299326495,-0.04010447076388943,0.00012223154357107678,1.3162561471010787
A2009-ctx-rh-G_temp_sup-Plan_polar_ThickAvg,0.6044227986588646,0.3909854441652278,0.013093656872516617,-0.00028923765080771026,-0.021538862989071074
A2009-ctx-lh-G_front_inf-Triangul_ThickAvg,0.5322964804171625,0.3898244471590751,-0.08851538573072243,0.0007600782301514981,2.19395887600986
ASEG-Right-Thalamus_Volume_mm3,0.5677295391752274,0.38897439021513003,0.05153840744760037,-0.0008132739760525918,-0.6965968281675115
A2009-ctx-lh-G_temp_sup-Plan_polar_ThickAvg,0.6010957798210486,0.3883227377877172,0.0029569272193782793,-0.0001911879180308501,0.15482325058283306
ASEG-Left-Thalamus_Volume_mm3,0.60704686294823,0.3865656004364517,0.026360907648164848,-0.0006136204695955175,-0.02355342275483244
A2009-ctx-rh-G_pariet_inf-Supramar_ThickAvg,0.5685402937935982,0.3859040313838597,-0.0947666317885808,0.0008066361213532004,2.3906340043171594
A2009-ctx-lh-G_and_S_cingul-Ant_ThickAvg,0.5316258490165691,0.3849184354629459,-0.08774119418495051,0.0006982566916902303,2.2309708905428365
A2009-ctx-lh-G_precentral_ThickStd,0.6072842477605672,0.384541235851754,-0.10476277459653249,0.00129414267463281,1.9248443515426972
A2009-ctx-rh-S_calcarine_ThickStd,0.5518074545133207,0.3826897029663442,-0.054507457851745274,0.00033755556683787467,1.5462090393697028
ASEG-Right-Caudate_Volume_mm3,0.5452534550792368,0.38201609774789624,-0.023860597021531475,4.8601104963586425e-05,0.7960249436252446
A2009-ctx-rh-S_circular_insula_ant_ThickAvg,0.538431460882186,0.3817042394300357,-0.04947175985326752,0.00030282793643708237,1.360540078296691
A2009-ctx-rh-S_subparietal_ThickAvg,0.598131768902459,0.380455693786064,-0.08186649999567391,0.0008179754798583611,1.7781125568845495
A2009-ctx-rh-S_calcarine_ThickAvg,0.5202726192915146,0.3765234470816282,-0.10086631222169945,0.0008892426574103652,2.4469836257667414
A2009-ctx-rh-G_temporal_inf_ThickStd,0.5715513147883974,0.37608176182544495,-0.06465984611057586,0.0005932340862947765,1.5410587741447508
ASEG-Left-Cerebellum-Cortex_Volume_mm3,0.5628187808851154,0.3734390717815792,0.04257734250016388,-0.000807570998250747,-0.4069427300324895
A2009-ctx-rh-G_temporal_middle_ThickStd,0.5747177151735248,0.37286800022713434,-0.08939782276662932,0.0009315767594489743,1.9177027328156577
ASEG-wm-rh-inferiortemporal_normMean,0.5454924325990602,0.37060690150819026,-0.016381412890101452,3.0208002754136423e-05,0.5310080398376901
A2009-ctx-rh-G_precuneus_GrayVol,0.5572483561575898,0.37055200974219143,-0.0672177224476614,0.0005176063769237541,1.7404212597677393
ASEG-WM-hypointensities_normMean,0.5747912779593602,0.36360006948366336,-0.03100348526512735,0.0003836522231405054,0.5632843153109426
A2009-ctx-lh-G_precuneus_ThickAvg,0.5664175796695984,0.3607449688628204,-0.09663103370345258,0.0009022117131398624,2.1911392433292898
A2009-ctx-rh-G_and_S_transv_frontopol_ThickStd,0.5705347613343682,0.3598685702266246,-0.08705854709388662,0.0009064962191196823,1.88413099234895
ASEG-Right-Hippocampus_normStdDev,0.5756281062563116,0.35906947203989076,-0.003874636458914448,0.0002643429350890469,-0.20758817565785284
ASEG-Right-Accumbens-area_normMean,0.5153500942390234,0.3556380855914682,0.004730492556161437,-0.00014430035822191473,0.01842903357387142
A2009-ctx-lh-G_front_inf-Triangul_GrayVol,0.5685098738571258,0.3554883312882475,-0.053953117687561294,0.0004657100625938939,1.2674127014955898
ASEG-Left-Inf-Lat-Vent_Volume_mm3,0.6869578834632125,0.35519473367653404,-0.02236620146863634,0.0005570870532810594,0.11823598302959007
ASEG-Right-Inf-Lat-Vent_Volume_mm3,0.6779471368837895,0.35349399843755436,0.007867351160524637,5.712082294024511e-05,-0.3432341543241558
A2009-ctx-lh-S_orbital_med-olfact_GrayVol,0.5697554926520234,0.35255950172693373,-0.021919070666785796,3.3269644384152526e-05,0.752768510055654
A2009-ctx-rh-G_temp_sup-Plan_tempo_GrayVol,0.5851636810534242,0.3522928473630541,-0.04354958289337983,0.00034506009876188117,1.1213894164443419
A2009-ctx-lh-G_parietal_sup_ThickStd,0.6164069518046298,0.3502869216329414,-0.07122843616372614,0.0008805040375206487,1.3178912516199652
A2009-ctx-lh-S_precentral-inf-part_ThickAvg,0.5396140040706712,0.34978833449205105,-0.03663474322437111,0.00011840971719706715,1.1746188546832546
A2009-ctx-rh-G_precentral_ThickStd,0.6108095158997778,0.34897850397114655,-0.09842302245307141,0.0011998278362196633,1.8773671459610632
A2009-ctx-rh-G_subcallosal_ThickAvg,0.5678009427054783,0.34730583639584994,0.049177385233191345,-0.0007270048894204186,-0.7705729966071003
A2009-ctx-rh-G_front_inf-Triangul_ThickAvg,0.5635166266291294,0.3436729111468308,-0.0824481504871408,0.0006835769992094075,2.0677070165317173
A2009-ctx-rh-G_and_S_cingul-Ant_GrayVol,0.5407882188473557,0.34201113928947957,-0.03624258651974094,0.00013449151948689833,1.1429449689170308
A2009-ctx-rh-G_and_S_cingul-Ant_ThickAvg,0.5169111616571731,0.3397976366534643,-0.07045471034940093,0.000525725425381689,1.8267006990119181
A2009-ctx-lh-Lat_Fis-ant-Vertical_ThickAvg,0.5668705530641752,0.33847275312475306,-0.04776590930737142,0.0003226652791082636,1.2686582761598346
A2009-ctx-rh-G_insular_short_ThickAvg,0.5836620511021082,0.3384308155708763,-0.06074313882688565,0.0005256874590865836,1.4411728471050531
A2009-ctx-lh-G_temporal_middle_GrayVol,0.5691215458493819,0.3383330288377776,-0.036326780120542274,0.0002148862689223265,1.0634052350852077
A2009-ctx-lh-S_subparietal_ThickAvg,0.5731691505171878,0.33807484225783047,-0.09146145755012212,0.0008729305763328653,2.091418851227063
A2009-ctx-lh-S_calcarine_ThickAvg,0.5716407346039218,0.3372243588681767,-0.08852649865499759,0.0007227349547177198,2.27817489973096
A2009-ctx-lh-G_and_S_occipital_inf_ThickStd,0.6223864006166671,0.33720622020833585,-0.03371364507042556,0.0004238967920943655,0.6520665648153735
A2009-ctx-rh-G_occipital_sup_GrayVol,0.5779102360737772,0.3345966831504722,-0.013076771723540291,-5.89495968324676e-05,0.5502965504390802
A2009-ctx-lh-G_front_inf-Opercular_GrayVol,0.5565429567612212,0.3325475304936387,-0.03789451474006118,0.00014769341623997745,1.1635369225193142
ASEG-Right-Hippocampus_Volume_mm3,0.6352439872980657,0.3322357608245368,0.014890026781336762,-0.0002445429739926342,-0.17226766686861755
A2009-ctx-lh-G_front_middle_ThickAvg,0.5206363925157732,0.3290378006540748,-0.0981904278226415,0.0007578238837746657,2.5325756223849307
A2009-ctx-rh-G_and_S_cingul-Mid-Ant_GrayVol,0.5811002907548001,0.3272880912556231,-0.057504594557668286,0.0004829609227695842,1.4678341974555271
A2009-ctx-rh-G_rectus_ThickAvg,0.5539307928685249,0.3250112275387008,-0.02380343841358393,-4.120745394872995e-06,0.8749251898402429
A2009-ctx-rh-G_and_S_subcentral_ThickAvg,0.5134037471347334,0.3240571996709615,-0.06155923202474107,0.0004273558645291603,1.6471322031577251
ASEG-Left-Amygdala_Volume_mm3,0.595495765160038,0.3236287567855095,0.019626360981597767,-0.0002641001091222249,-0.34477258812706346
ASEG-Brain-Stem_normMean,0.6075290325432054,0.3233941719661347,0.041416127567712166,-0.00048101359299884043,-0.8019891460974108
A2009-ctx-rh-S_temporal_transverse_ThickAvg,0.5693025854262058,0.3228506523940324,-0.013907593280037909,1.3044057325393445e-05,0.5107524393764626
ASEG-wm-rh-pericalcarine_normStdDev,0.5581574183530089,0.3220039302980316,-0.0027833125039166857,8.630165073404872e-05,0.032403047068491085
A2009-ctx-lh-G_rectus_ThickStd,0.5987667899972475,0.3210444291416455,-0.11346762019291601,0.001332847193207325,2.2473225069930534
A2009-ctx-lh-G_and_S_cingul-Ant_GrayVol,0.5607422333430616,0.32061751938723515,-0.037253183208200466,0.0001954371217416991,1.1094318765809437
ASEG-Right-Amygdala_Volume_mm3,0.5730846128765044,0.3204815708124713,0.03401031278523222,-0.0005630121852815176,-0.3953756730947758
A2009-ctx-rh-G_temporal_middle_GrayVol,0.5618687017595119,0.3204036633606826,-0.04549983472403467,0.0002752368527227287,1.293278827961269
A2009-ctx-rh-G_orbital_GrayVol,0.5061078852454649,0.3201593521255514,-0.05783075916904357,0.000372291622619363,1.5938313890185583
A2009-ctx-lh-G_front_inf-Orbital_GrayVol,0.5710840713137683,0.31998116059172266,-0.06646769595020224,0.000488159263816202,1.7203101935680047
A2009-ctx-rh-G_parietal_sup_ThickStd,0.5903580209544375,0.3189362652963359,-0.04043165621057911,0.000577958416360627,0.6275936348080513
A2009-ctx-lh-S_circular_insula_ant_ThickAvg,0.5405823175712652,0.31846406628750634,-0.06015100880034844,0.0004439584923022908,1.531549515363963
A2009-ctx-rh-G_temp_sup-Plan_polar_GrayVol,0.5762049094276382,0.3173826613396273,-0.023159978594809283,8.626378125142267e-05,0.6722244236470856
A2009-ctx-rh-S_front_sup_ThickStd,0.5633509501192593,0.3173460840095237,-0.09008323705811093,0.0008961303636468871,1.9968676122883275
A2009-ctx-rh-G_rectus_GrayVol,0.5611659501289973,0.31725547625088185,-0.05328811982345715,0.0003185936068664909,1.4958831398823706
A2009-ctx-lh-G_and_S_cingul-Mid-Post_GrayVol,0.5698724822651399,0.3168796806476115,-0.07392890920164444,0.0007350259186605655,1.6013428686639921
A2009-ctx-lh-G_and_S_cingul-Ant_ThickStd,0.5702687474011638,0.31461464420559304,-0.04304117469102365,0.00037324268166703323,1.058110483072241
A2009-ctx-rh-G_front_inf-Opercular_GrayVol,0.5267236494996357,0.31436330842460225,-0.05641961834757585,0.00042096376778430743,1.503382660040648
ASEG-wm-lh-postcentral_normMean,0.5726965217640909,0.3130434247543672,-0.08122336457655974,0.0009104541717262386,1.6095356029045154
ASEG-Right-Cerebellum-White-Matter_Volume_mm3,0.6503248658755469,0.3125531871433081,0.06504641557489556,-0.0008560768150983999,-1.120184591740817
A2009-ctx-rh-G_orbital_ThickAvg,0.5120383600383829,0.31044356635283066,-0.0917140735617065,0.0007436986669278757,2.3019564976203113
A2009-ctx-rh-G_and_S_cingul-Mid-Post_GrayVol,0.5784781891599166,0.30613097420669155,-0.019121792570681417,-3.212098845107298e-05,0.7542313915561241
A2009-ctx-lh-S_calcarine_ThickStd,0.5706442910850624,0.30463733621293526,-0.04088726007009905,0.00022861300625405165,1.1975109529402572
A2009-ctx-lh-G_temporal_inf_ThickStd,0.5781099046750177,0.30154427506671555,-0.04211078587102395,0.00029586888011675413,1.1487041619588212
A2009-ctx-rh-S_oc-temp_med_and_Lingual_GrayVol,0.5628447578599286,0.30073153255077534,-0.007738947105605497,-0.00012809889806085668,0.4669529169523995
ASEG-Left-Pallidum_normStdDev,0.5981967583377165,0.30055092064354894,-0.05822969294219304,0.0008461708524872231,0.9123504874671998
A2009-ctx-rh-G_front_middle_GrayVol,0.5328913750577011,0.30037959182601637,-0.0589561612867006,0.0003911327937176006,1.613605963144211
ASEG-CC_Anterior_normMean,0.6201756825309809,0.3000966655610228,0.10097649011771552,-0.00117117116834819,-1.9843922329785715
ASEG-Left-Cerebellum-White-Matter_normMean,0.6191178420252467,0.2997895563337598,0.046536738641059346,-0.0003919524250677327,-1.1273229435601124
A2009-ctx-lh-G_pariet_inf-Angular_ThickStd,0.5558746435911545,0.29887362019961894,-0.07217602745581828,0.0008003779488673499,1.4467043685552727
A2009-ctx-rh-G_front_inf-Orbital_ThickAvg,0.5480333560975513,0.29885623085262064,-0.07407188300260104,0.0005971965603466485,1.867108408005839
A2009-ctx-lh-G_and_S_subcentral_ThickAvg,0.5417488720599924,0.2966291302881992,-0.06837680898134783,0.00045911274857126646,1.8277616135743506
A2009-ctx-lh-G_front_inf-Orbital_ThickStd,0.592580331613478,0.29464112092734857,-0.06913612989099732,0.0008629480829883252,1.251220730256597
A2009-ctx-lh-S_parieto_occipital_ThickAvg,0.5440595726327505,0.29312697321993275,-0.08217680125870606,0.0006982055051527822,1.9703379896945359
ASEG-CC_Mid_Posterior_normStdDev,0.594995148999944,0.29182048119509907,-0.024872939092478202,0.0004521855522259178,0.22094371012773226
A2009-ctx-rh-G_front_sup_ThickStd,0.5819623402525581,0.29166222460770513,-0.12354291350716279,0.0012669822210368779,2.681306600974448
A2009-ctx-rh-G_pariet_inf-Supramar_ThickStd,0.5532177785678912,0.2908879489537274,-0.08285970836530696,0.0008089302114466261,1.8585055531132404
A2009-ctx-rh-G_front_middle_ThickStd,0.5759898787761897,0.2907960192035991,-0.08704826977718155,0.0009298945193400652,1.8525718830391036
A2009-ctx-lh-G_and_S_cingul-Mid-Ant_ThickAvg,0.5065830238659904,0.28929336355435725,-0.07828949572857587,0.0006036159003793724,1.9895767499564798
A2009-ctx-rh-S_occipital_ant_ThickAvg,0.5706975251865596,0.2850946040189624,-0.04741488992024908,0.0002896298754290614,1.3296111034802642
A2009-ctx-rh-G_and_S_transv_frontopol_ThickAvg,0.5338471472693909,0.2823318056279567,-0.09188085393830617,0.0008672059681850579,2.066459901126388
