feature_name,MAE_norm,mean,Norm_Coeff_age,Norm_Coeff_age2,Norm_Intercept
ASEG-3rd-Ventricle_normStdDev,0.4557547667190501,0.7101191513293991,0.015401056187601724,-0.0004560185716677304,0.3452233259241221
ASEG-3rd-Ventricle_Volume_mm3,0.5069691635134265,0.6516131527147698,-0.02007735269974195,0.0006130516933156763,-0.29932685248517055
ASEG-Left-choroid-plexus_Volume_mm3,0.4706803837332398,0.6413495308567276,-0.02081457248907637,0.0005492488758572866,-0.23541956991913793
ASEG-Left-Lateral-Ventricle_normStdDev,0.4998830566640981,0.5757479773846403,0.023292461191164744,-0.0005152756508768432,0.10097347556599236
ASEG-wm-lh-caudalanteriorcingulate_normRange,0.4607493454162969,0.536815012351156,-0.0648293103136471,0.0008806621558348716,1.0296345702146985
A2009-ctx-rh-S_temporal_sup_ThickAvg,0.5155051449734294,0.5286122100572328,-0.05713594243429921,0.00031187935211055766,1.8574153790185188
ASEG-Right-Lateral-Ventricle_normStdDev,0.5265338210782057,0.5176616606338728,0.014159030827248589,-0.0004472259827599606,0.34328543618887375
ASEG-Right-choroid-plexus_Volume_mm3,0.5022382767671058,0.5140928816056395,-0.022300496263365846,0.0005290557557912719,-0.13395188348144657
ASEG-Left-Thalamus_Volume_mm3,0.5110754136088308,0.49953620916086966,0.021452611705801043,-0.0005128039778255195,0.1932467717561887
A2009-ctx-rh-S_circular_insula_inf_ThickAvg,0.5114484686299469,0.4987424271886288,-0.03133732655024769,8.325905622668323e-05,1.2168910396459351
ASEG-wm-lh-caudalanteriorcingulate_normMin,0.4721795451051733,0.4891317572188687,0.059872730481318324,-0.000848514432682402,-0.844211069009464
A2009-ctx-rh-S_oc-temp_med_and_Lingual_ThickAvg,0.5482243376496879,0.4832593317535375,-0.0167522854236506,-6.59711905479866e-05,0.9499298109096358
ASEG-CC_Mid_Posterior_normMean,0.552965002908592,0.47585371826659373,0.05828740733992464,-0.0008767829342846589,-0.7178586954939951
A2009-ctx-lh-Lat_Fis-post_ThickAvg,0.5283448051447404,0.4687755003233037,-0.04607200069386242,0.0001897460963095511,1.6872604824970252
A2009-ctx-lh-S_circular_insula_inf_ThickAvg,0.5384824093662056,0.4625854433503268,-0.012503793196594065,-0.00012647490630505242,0.8237082954141426
