feature_name,Norm_Coeff,Hearing_Coeff,Norm_Intercept,Hearing_Intercept,mean,Norm_Coeff_age,Norm_Coeff_age2
A2009-ctx-lh-G_pariet_inf-Supramar_ThickAvg,,,2.0336635603987756,,1.398426473095791,-0.06891868470577425,0.0004844854407987225
ASEG-3rd-Ventricle_Volume_mm3,,,-0.29932685248517055,,1.375526539199544,-0.02007735269974195,0.0006130516933156763
A2009-ctx-rh-S_oc-temp_med_and_Lingual_ThickAvg,,,0.9499298109096358,,1.3667095274500445,-0.0167522854236506,-6.59711905479866e-05
ASEG-Left-choroid-plexus_Volume_mm3,,,-0.23541956991913793,,1.3497827846673764,-0.02081457248907637,0.0005492488758572866
A2009-ctx-rh-G_oc-temp_lat-fusifor_ThickAvg,,,1.2589843607161597,,1.3411384195431473,-0.03821036847250655,0.00020711857430777097
A2009-ctx-lh-S_oc-temp_med_and_Lingual_ThickAvg,,,0.7644755765779699,,1.3126712806300789,-0.010584973268226121,-0.00014189284647056672
A2009-ctx-lh-S_front_inf_ThickAvg,,,1.943808813930776,,1.294862355838594,-0.06479878455062882,0.00044174524594181873
ASEG-Left-Lateral-Ventricle_Volume_mm3,,,-0.0002623371746033193,,1.2554907801845352,-0.0292934654872808,0.0006541234015555001
A2009-ctx-rh-G_front_sup_ThickAvg,,,1.9558527570367252,,1.252290451320015,-0.07792081705470608,0.000711684459866832
ASEG-Right-Lateral-Ventricle_Volume_mm3,,,-0.03350109493667081,,1.2276864436175696,-0.028396428311350797,0.000639976049515315
A2009-ctx-rh-S_oc-temp_lat_ThickAvg,,,0.9784337411092479,,1.198893992106274,-0.027398947216188206,0.0001441809320878541
A2009-ctx-rh-G_temp_sup-Plan_polar_ThickAvg,,,-0.33385115319577424,,1.1967514131879864,0.030707010607314407,-0.0004691040235025696
A2009-ctx-lh-S_precentral-inf-part_ThickAvg,,,1.4417904333243172,,1.1966628353926165,-0.040771778922184004,0.00018294799983432968
A2009-ctx-lh-G_temp_sup-Lateral_ThickAvg,,,0.5694983121519316,,1.1937492572992026,-0.007870431465696576,-8.248778109928743e-05
A2009-ctx-lh-G_rectus_ThickAvg,,,1.5187677027946775,,1.189296227343203,-0.04667708730504168,0.0002735383529516122
A2009-ctx-rh-G_cingul-Post-dorsal_ThickAvg,,,1.8253260674015166,,1.1892671519867706,-0.05581685007920984,0.00032724031023546613
A2009-ctx-lh-G_front_inf-Orbital_ThickAvg,,,2.4570403302598933,,1.1773433946282128,-0.08736570359429165,0.0006728195525214706
A2009-ctx-rh-G_temp_sup-Lateral_ThickAvg,,,0.838223113449508,,1.1712304574430599,-0.019941410563837133,1.936420907021378e-05
A2009-ctx-lh-G_front_inf-Triangul_ThickAvg,,,2.1862458170127006,,1.1672281972140384,-0.07227431427820585,0.0004971464453384576
ASEG-CC_Mid_Posterior_normMean,,,-0.7178586954939951,,1.1645576239900006,0.05828740733992464,-0.0008767829342846589
A2009-ctx-lh-G_and_S_frontomargin_GrayVol,,,0.9788621780233921,,1.161731570553837,-0.02076094609454375,-6.569123315945117e-06
ASEG-Right-choroid-plexus_Volume_mm3,,,-0.13395188348144657,,1.161202210097439,-0.022300496263365846,0.0005290557557912719
A2009-ctx-lh-G_oc-temp_lat-fusifor_ThickAvg,,,0.6344682509020472,,1.1587333969801532,-0.012690653590685266,-3.3004501835126464e-05
ASEG-wm-rh-fusiform_normMin,,,-0.11938567546152555,,1.1578251910956867,0.009823123531064785,-0.00015843615675263637
A2009-ctx-lh-S_oc-temp_lat_ThickAvg,,,1.1035013669955014,,1.1544928901048908,-0.03446696031989884,0.000205915759603131
A2009-ctx-rh-G_and_S_cingul-Mid-Post_ThickAvg,,,2.6934612348954015,,1.1476239222373739,-0.10494781271844565,0.0009294559527785147
A2009-ctx-lh-Lat_Fis-post_ThickAvg,,,1.6872604824970252,,1.1461536157732914,-0.04607200069386242,0.0001897460963095511
A2009-ctx-rh-G_temp_sup-G_T_transv_ThickAvg,,,1.4124784497256717,,1.1460327614355834,-0.04663746131124977,0.00031314096928443424
A2009-ctx-rh-G_rectus_ThickAvg,,,0.855051872855296,,1.1441482396954306,-0.019988028919064937,1.9490081495751084e-05
A2009-ctx-lh-S_temporal_sup_ThickAvg,,,1.677384158212626,,1.1437377666959236,-0.0479783628149362,0.00022025758336119406
A2009-ctx-lh-S_circular_insula_ant_ThickAvg,,,1.7877473889861737,,1.1395242265823602,-0.06247419656712549,0.0004607466056259019
A2009-ctx-rh-G_and_S_subcentral_ThickAvg,,,1.5962801881283333,,1.1381878942401322,-0.049874316796758945,0.0003046541692498373
A2009-ctx-lh-G_front_inf-Opercular_ThickAvg,,,1.8695624354969989,,1.1379642251251254,-0.05833461496413691,0.00033966824684894515
ASEG-wm-rh-precentral_normRange,,,-0.0972968722752106,,1.13577117840152,-0.003142466019863218,0.00017091933903125355
A2009-ctx-lh-S_suborbital_ThickAvg,,,1.3044692299719944,,1.1308070245693933,-0.045143638057090874,0.0003299846298481468
A2009-ctx-rh-G_occipital_middle_ThickStd,,,0.24175328802375795,,1.1299628405188884,-0.026939123840213994,0.000456063282052408
A2009-ctx-lh-S_occipital_ant_ThickAvg,,,1.111679240624977,,1.1184044726141786,-0.030679620812331648,0.0001318536355275615
A2009-ctx-lh-S_parieto_occipital_ThickAvg,,,1.8846300748271214,,1.1174392945418274,-0.06048625898093572,0.00037245636521592896
A2009-ctx-rh-S_front_sup_ThickAvg,,,1.4466571710014255,,1.117216881340206,-0.061155559267522905,0.0006055364771773435
A2009-ctx-lh-G_front_sup_ThickAvg,,,1.947463052077372,,1.1166790006298872,-0.07190276375619438,0.000590597398788859
A2009-ctx-rh-S_circular_insula_inf_ThickStd,,,-0.10277269812819069,,1.1155942452630325,-0.00596660799366524,0.00017585911146325464
ASEG-wm-lh-superiorparietal_Volume_mm3,,,-1.1034505607000933,,1.1152380652105678,0.055198996307100005,-0.0006140217415206451
A2009-ctx-rh-G_parietal_sup_ThickAvg,,,1.110975875674253,,1.1134005290204594,-0.04592604818723407,0.00043708829577993047
ASEG-wm-rh-fusiform_normRange,,,0.3984528674234296,,1.1123818739221254,-0.025463941690463888,0.00033327243826657816
A2009-ctx-lh-S_parieto_occipital_ThickStd,,,1.03777868731837,,1.110489187874467,-0.04160384628623629,0.00037002091708809116
A2009-ctx-lh-S_collat_transv_ant_ThickStd,,,1.2105398671791723,,1.108990458692942,-0.04153807945801153,0.0003192167676225885
ASEG-3rd-Ventricle_normStdDev,,,0.3452233259241221,,1.1088515935173862,0.015401056187601724,-0.0004560185716677304
A2009-ctx-rh-G_oc-temp_med-Lingual_ThickStd,,,0.6687530706931074,,1.1087131615655281,-0.011302122583390575,-7.876120131933807e-05
A2009-ctx-lh-S_precentral-sup-part_ThickAvg,,,1.2749833904594738,,1.1074899435651122,-0.04401418215134457,0.0003268170915864417
A2009-ctx-rh-S_postcentral_ThickAvg,,,1.9547928379393946,,1.105810679459096,-0.06771657322915331,0.0005044701936645225
ASEG-Left-Inf-Lat-Vent_Volume_mm3,,,0.4300482957214269,,1.1034967764976016,-0.04822630853966225,0.000850339307378662
ASEG-wm-rh-superiortemporal_normMean,,,0.3616487953534182,,1.0981378548281993,-0.01033252690448873,5.0285222325128316e-05
ASEG-Right-Thalamus_normRange,,,-0.49713584612854556,,1.0973971386273105,0.006687331844118875,0.00010766606267379958
A2009-ctx-rh-G_front_inf-Orbital_ThickAvg,,,1.2447803519144762,,1.0972648514001717,-0.03483064635135072,0.00013966921265611324
A2009-ctx-lh-G_precuneus_ThickAvg,,,2.0410938413324913,,1.0936667444425958,-0.07303173648852941,0.000560262881919451
ASEG-wm-rh-frontalpole_normMean,,,0.6020698425631651,,1.0928007920933107,-0.03140170470102622,0.0003742153839742079
A2009-ctx-lh-S_postcentral_ThickAvg,,,2.3091087996626496,,1.0923543207239845,-0.08542769582075639,0.0007040436143144922
ASEG-wm-lh-frontalpole_normMean,,,0.16991230233794546,,1.0921235583006412,-0.007921176032637325,8.641321325732509e-05
A2009-ctx-rh-S_orbital-H_Shaped_ThickStd,,,1.6648337916483356,,1.091747122938115,-0.07430333666906165,0.0007680591520237977
ASEG-wm-rh-inferiorparietal_Volume_mm3,,,-0.74328156854756,,1.0913726509078225,0.040788427468214414,-0.0004703667426258485
ASEG-Optic-Chiasm_normMean,,,-1.3656108977632484,,1.0905299296752087,0.058240147839444506,-0.0005840105747479769
A2009-ctx-rh-G_oc-temp_med-Lingual_ThickAvg,,,1.4427559183457719,,1.0896304322774566,-0.05241973550117106,0.00042476974610051825
A2009-ctx-lh-S_circular_insula_sup_ThickAvg,,,2.1734357837399525,,1.0842813473247026,-0.0654347757574503,0.0003690394727998731
ASEG-Right-Hippocampus_normStdDev,,,-0.2057916035241613,,1.0830009078714316,-0.010660178896241377,0.00032325964203138336
A2009-ctx-lh-G_temp_sup-G_T_transv_ThickAvg,,,0.810542486495696,,1.0822804187168953,-0.025164772790413247,0.00014803354535121004
A2009-ctx-lh-G_front_middle_ThickAvg,,,2.3517198016376337,,1.0800764366593596,-0.08502226091295881,0.0006854480417144105
ASEG-Brain-Stem_normMean,,,-1.0464461941301433,,1.0800674164707948,0.05388569388202958,-0.000627868380383692
A2009-ctx-lh-S_oc_sup_and_transversal_ThickAvg,,,1.1792115371633232,,1.0779561722918438,-0.03426394946578394,0.00016081155817810404
ASEG-Right-VentralDC_normMean,,,0.19708626498803852,,1.0762966363651956,0.009050937106695172,-0.0002581563611851833
ASEG-wm-lh-caudalmiddlefrontal_Volume_mm3,,,-1.0532652267760818,,1.0759853789517058,0.04727038131814974,-0.0004952905247977575
ASEG-wm-rh-lateralorbitofrontal_normMean,,,-0.320805343334789,,1.0757554102272093,0.008837536907986223,-3.816127369551604e-05
A2009-ctx-lh-S_front_sup_ThickAvg,,,1.078414446809872,,1.0741321445567578,-0.045038960600140114,0.0004357960812040452
A2009-ctx-rh-G_pariet_inf-Supramar_ThickAvg,,,1.9056668808581831,,1.0726140496880583,-0.06167086425468622,0.00040574193357069627
ASEG-wm-rh-entorhinal_normMean,,,-0.2854928304525191,,1.0710347107370195,0.010824197063948595,-9.985095994534633e-05
A2009-ctx-rh-G_orbital_ThickAvg,,,2.1237400177507233,,1.0695340668880935,-0.07369291233996199,0.0005619110761314478
ASEG-WM-hypointensities_normMin,,,-0.19836319343423686,,1.068680041321616,0.015193569304488296,-0.00025393159983969104
A2009-ctx-rh-G_precuneus_ThickStd,,,1.46862209398579,,1.0668112197480788,-0.066948872587439,0.0007244960345262308
A2009-ctx-rh-S_front_inf_ThickAvg,,,1.7334520116986099,,1.06535056872955,-0.058043031349031306,0.000410485220586771
A2009-ctx-rh-G_front_inf-Opercular_ThickAvg,,,2.0214731868829237,,1.0639869259437735,-0.06322914582181673,0.0003929645278940757
ASEG-wm-lh-parahippocampal_normMean,,,-1.2974485474057527,,1.0601031318289313,0.047603869944859864,-0.000381835154630905
ASEG-wm-rh-precentral_normMin,,,0.8216256842430878,,1.0597382321058681,-0.036314336314813615,0.00033765717080317753
ASEG-wm-lh-insula_normMean,,,-1.980039519261374,,1.058627189348931,0.08738695729433497,-0.0009099950450009517
ASEG-wm-rh-parahippocampal_normRange,,,0.3645162396688477,,1.055770939759744,-0.014465680799699386,0.00013460012674210045
ASEG-wm-lh-inferiorparietal_Volume_mm3,,,-0.7747753759216242,,1.052934165908848,0.04117143220735477,-0.00046412036462764995
ASEG-WM-hypointensities_normStdDev,,,-0.014889106304672946,,1.0518816542117895,-0.008674246951545386,0.00021801503110061615
ASEG-CC_Mid_Posterior_normStdDev,,,0.0014421856195517384,,1.0509210648477554,-0.018359150916514428,0.0003650762232396305
A2009-ctx-lh-G_temporal_inf_ThickStd,,,1.215454587876935,,1.0503814591159963,-0.05253786461543142,0.0005234590246343775
