feature_name,Norm_Coeff,Hearing_Coeff,Norm_Intercept,Hearing_Intercept,mean,Norm_Coeff_age,Norm_Coeff_age2
ASEG-3rd-Ventricle_Volume_mm3,,,-0.29932685248517055,,1.1314475163323134,-0.02007735269974195,0.0006130516933156763
ASEG-Left-choroid-plexus_Volume_mm3,,,-0.23541956991913793,,1.0985965531899673,-0.02081457248907637,0.0005492488758572866
ASEG-CC_Mid_Posterior_normMean,,,-0.7178586954939951,,1.0843714200111092,0.05828740733992464,-0.0008767829342846589
ASEG-Right-Lateral-Ventricle_Volume_mm3,,,-0.03350109493667081,,1.0749244351139633,-0.028396428311350797,0.000639976049515315
ASEG-Right-choroid-plexus_Volume_mm3,,,-0.13395188348144657,,1.0598324497666178,-0.022300496263365846,0.0005290557557912719
ASEG-wm-lh-caudalanteriorcingulate_normRange,,,1.0296345702146985,,1.0521054948589486,-0.0648293103136471,0.0008806621558348716
ASEG-wm-lh-caudalanteriorcingulate_normMin,,,-0.844211069009464,,1.0301666273391195,0.059872730481318324,-0.000848514432682402
ASEG-Left-Lateral-Ventricle_Volume_mm3,,,-0.0002623371746033193,,1.0244277040960759,-0.0292934654872808,0.0006541234015555001
ASEG-3rd-Ventricle_normStdDev,,,0.3452233259241221,,1.0223894519725105,0.015401056187601724,-0.0004560185716677304
ASEG-Right-Lateral-Ventricle_normStdDev,,,0.34328543618887375,,1.0163047214249679,0.014159030827248589,-0.0004472259827599606
ASEG-wm-lh-caudalanteriorcingulate_normStdDev,,,0.7460475687350461,,1.0138682323513803,-0.05197309124084196,0.0007516329665406244
ASEG-Left-Lateral-Ventricle_normStdDev,,,0.10097347556599236,,0.990919074654636,0.023292461191164744,-0.0005152756508768432
ASEG-wm-rh-caudalanteriorcingulate_normStdDev,,,0.23620200277434988,,0.9907371848382813,-0.029055138347330048,0.0004986363247363532
ASEG-WM-hypointensities_normRange,,,0.3101886248686197,,0.9817680221928494,-0.02731701072846164,0.00044953491171410614
ASEG-wm-lh-superiorfrontal_normRange,,,0.2719103891555519,,0.9803142154178556,-0.02567006576525394,0.0004289863273978117
ASEG-Right-Hippocampus_normStdDev,,,-0.2057916035241613,,0.9764438444438538,-0.010660178896241377,0.00032325964203138336
A2009-ctx-rh-S_oc-temp_med_and_Lingual_ThickAvg,,,0.9499298109096358,,0.9745691396061379,-0.0167522854236506,-6.59711905479866e-05
A2009-ctx-lh-S_oc-temp_med_and_Lingual_ThickAvg,,,0.7644755765779699,,0.9721427159046584,-0.010584973268226121,-0.00014189284647056672
ASEG-Left-Cerebellum-Cortex_Volume_mm3,,,0.14179533799589503,,0.9564273963143135,0.018251529330959446,-0.00042694970027892825
ASEG-Left-Pallidum_normStdDev,,,0.5499835457718976,,0.9548007303774967,-0.03367604234051266,0.0004731006761994188
ASEG-Left-Thalamus_Volume_mm3,,,0.1932467717561887,,0.9506383729035861,0.021452611705801043,-0.0005128039778255195
A2009-ctx-rh-G_occipital_middle_ThickStd,,,0.24175328802375795,,0.9504116309895349,-0.026939123840213994,0.000456063282052408
ASEG-WM-hypointensities_normMin,,,-0.19836319343423686,,0.9493532875046298,0.015193569304488296,-0.00025393159983969104
ASEG-wm-lh-superiortemporal_normStdDev,,,-0.003001203933010399,,0.946205949103712,-0.0035749895186834887,8.511106099154544e-05
ASEG-wm-lh-parsorbitalis_normStdDev,,,0.025905690240175375,,0.9442913278829674,-0.0012140164090705086,2.987977082081465e-05
ASEG-wm-lh-parstriangularis_normStdDev,,,-0.5323048129183348,,0.9435123564685902,0.018530669132280967,-0.00013067483789537806
ASEG-Right-Cerebellum-Cortex_normMean,,,0.35563672791079304,,0.9408658322164168,-0.014491449849386197,0.00012149231678418453
A2009-ctx-lh-S_circular_insula_inf_ThickAvg,,,0.8237082954141426,,0.9405124439206533,-0.012503793196594065,-0.00012647490630505242
A2009-ctx-lh-S_temporal_sup_ThickAvg,,,1.677384158212626,,0.9404506008097189,-0.0479783628149362,0.00022025758336119406
ASEG-wm-lh-lateralorbitofrontal_normStdDev,,,-0.09831273269985395,,0.9391540069318325,0.0011466045091301162,2.5252406664226587e-05
ASEG-wm-rh-frontalpole_normStdDev,,,-0.0927542707437673,,0.934499206258698,0.0021849809405451704,1.8520243648423725e-05
ASEG-Left-Cerebellum-Cortex_normMean,,,0.5495600924171326,,0.9340443872025208,-0.023655516596539403,0.00021406530612143407
ASEG-Right-Hippocampus_normMean,,,0.060270688012206385,,0.9319826564133745,0.00034663290424415176,-3.397189722137498e-05
ASEG-wm-rh-parsorbitalis_normStdDev,,,-0.09957912798321997,,0.9307251946262126,0.004065211554078341,-1.002486572518246e-05
ASEG-Left-Accumbens-area_Volume_mm3,,,0.11094167796230482,,0.9295516555212548,0.019768704724868018,-0.0004429125413892929
A2009-ctx-lh-G_temporal_middle_ThickAvg,,,1.6009863156459432,,0.9279357464566423,-0.04904696966856512,0.0002791850815865377
A2009-ctx-lh-G_Ins_lg_and_S_cent_ins_ThickAvg,,,1.2350467852453129,,0.9259268537562837,-0.03318186759015982,0.00012656969587639946
ASEG-wm-rh-middletemporal_normStdDev,,,-0.21267367838743537,,0.9235544752709116,0.010733293101434121,-9.03149049573142e-05
