feature_name,Norm_Coeff,Hearing_Coeff,Norm_Intercept,Hearing_Intercept,mean,Norm_Coeff_age,Norm_Coeff_age2
ASEG-3rd-Ventricle_Volume_mm3,,,-0.29932685248517055,,1.3547504594875477,-0.02007735269974195,0.0006130516933156763
ASEG-CC_Mid_Posterior_normMean,,,-0.7178586954939951,,1.2869310289626967,0.05828740733992464,-0.0008767829342846589
ASEG-Left-Inf-Lat-Vent_Volume_mm3,,,0.4300482957214269,,1.2618176589537367,-0.04822630853966225,0.000850339307378662
ASEG-Left-choroid-plexus_Volume_mm3,,,-0.23541956991913793,,1.2308879917935398,-0.02081457248907637,0.0005492488758572866
ASEG-Right-Inf-Lat-Vent_Volume_mm3,,,0.33722305280292253,,1.2217405635219138,-0.03579846592548469,0.0006203575703636572
ASEG-Left-Lateral-Ventricle_Volume_mm3,,,-0.0002623371746033193,,1.202021803279486,-0.0292934654872808,0.0006541234015555001
ASEG-Left-Lateral-Ventricle_normStdDev,,,0.10097347556599236,,1.1863488168525738,0.023292461191164744,-0.0005152756508768432
ASEG-3rd-Ventricle_normStdDev,,,0.3452233259241221,,1.179509937310241,0.015401056187601724,-0.0004560185716677304
ASEG-Right-Lateral-Ventricle_normStdDev,,,0.34328543618887375,,1.1776591490455066,0.014159030827248589,-0.0004472259827599606
ASEG-Right-Lateral-Ventricle_Volume_mm3,,,-0.03350109493667081,,1.1763201453073402,-0.028396428311350797,0.000639976049515315
ASEG-Right-choroid-plexus_Volume_mm3,,,-0.13395188348144657,,1.1479829538092874,-0.022300496263365846,0.0005290557557912719
A2009-ctx-rh-S_oc-temp_med_and_Lingual_ThickAvg,,,0.9499298109096358,,1.1418390012387738,-0.0167522854236506,-6.59711905479866e-05
A2009-ctx-rh-S_temporal_sup_ThickAvg,,,1.8574153790185188,,1.1409792624554025,-0.05713594243429921,0.00031187935211055766
A2009-ctx-rh-G_parietal_sup_ThickStd,,,0.7518868877086112,,1.1408118293348972,-0.048249309405860204,0.0006440323853577703
A2009-ctx-rh-G_oc-temp_lat-fusifor_ThickAvg,,,1.2589843607161597,,1.131847405694589,-0.03821036847250655,0.00020711857430777097
A2009-ctx-lh-G_occipital_middle_ThickStd,,,0.8953686122070754,,1.1313123159133527,-0.0576497678952146,0.0007569599463636043
ASEG-wm-rh-bankssts_normStdDev,,,-0.08574646676139008,,1.1065260878309584,-0.0014677224055653628,7.677771672916915e-05
ASEG-wm-lh-caudalanteriorcingulate_normRange,,,1.0296345702146985,,1.1062180403952138,-0.0648293103136471,0.0008806621558348716
A2009-ctx-lh-G_cingul-Post-dorsal_ThickAvg,,,1.8392548966611983,,1.097327583949402,-0.05429571723730652,0.0002749872477280544
A2009-ctx-lh-S_oc-temp_med_and_Lingual_ThickAvg,,,0.7644755765779699,,1.0972215631341053,-0.010584973268226121,-0.00014189284647056672
A2009-ctx-lh-G_temp_sup-Plan_tempo_ThickAvg,,,0.965198955142015,,1.0943652879094539,-0.0196653538594533,-3.202158606916505e-05
A2009-ctx-lh-G_oc-temp_lat-fusifor_ThickAvg,,,0.6344682509020472,,1.0939598875617913,-0.012690653590685266,-3.3004501835126464e-05
A2009-ctx-rh-S_circular_insula_inf_ThickAvg,,,1.2168910396459351,,1.0924820558104857,-0.03133732655024769,8.325905622668323e-05
A2009-ctx-rh-G_subcallosal_ThickAvg,,,-0.3277396582498867,,1.0892015676253421,0.02984454280800144,-0.0004661372303145773
ASEG-wm-lh-caudalanteriorcingulate_normMin,,,-0.844211069009464,,1.082187161392917,0.059872730481318324,-0.000848514432682402
A2009-ctx-lh-G_temp_sup-Plan_polar_ThickAvg,,,-0.06359534701661182,,1.0798845760808664,0.014996313718923437,-0.00028698151075775413
A2009-ctx-lh-S_circular_insula_inf_ThickAvg,,,0.8237082954141426,,1.0777004602244922,-0.012503793196594065,-0.00012647490630505242
A2009-ctx-lh-G_Ins_lg_and_S_cent_ins_ThickAvg,,,1.2350467852453129,,1.0766124404311437,-0.03318186759015982,0.00012656969587639946
A2009-ctx-rh-G_temp_sup-Plan_tempo_ThickAvg,,,1.4528970835339632,,1.0737313640470592,-0.04564449828597638,0.0002575704228829686
A2009-ctx-lh-G_parietal_sup_ThickStd,,,0.9740362731040193,,1.0735189831161671,-0.05798065076416377,0.0007537013709185723
A2009-ctx-lh-Lat_Fis-post_ThickAvg,,,1.6872604824970252,,1.0729773812083465,-0.04607200069386242,0.0001897460963095511
ASEG-WM-hypointensities_Volume_mm3,,,1.6095733775984584,,1.0721019822411852,-0.10642581517135466,0.0015087751811883356
ASEG-Left-Hippocampus_Volume_mm3,,,-0.4885626602321262,,1.0720196830020579,0.04185248456110565,-0.0006217280561889816
A2009-ctx-rh-Lat_Fis-post_ThickAvg,,,2.100410068900729,,1.0684414420051116,-0.06386604690098849,0.0003549962577642848
A2009-ctx-lh-G_front_inf-Orbital_ThickAvg,,,2.4570403302598933,,1.0652435547139263,-0.08736570359429165,0.0006728195525214706
A2009-ctx-lh-S_temporal_sup_ThickAvg,,,1.677384158212626,,1.064994636335422,-0.0479783628149362,0.00022025758336119406
A2009-ctx-rh-G_temp_sup-Plan_polar_ThickAvg,,,-0.33385115319577424,,1.0642678451056897,0.030707010607314407,-0.0004691040235025696
A2009-ctx-rh-S_orbital-H_Shaped_ThickStd,,,1.6648337916483356,,1.0636084730274296,-0.07430333666906165,0.0007680591520237977
ASEG-Left-Accumbens-area_Volume_mm3,,,0.11094167796230482,,1.0627009035708614,0.019768704724868018,-0.0004429125413892929
ASEG-Right-Hippocampus_Volume_mm3,,,-0.9173084972256897,,1.0590630790888382,0.05851478698426916,-0.0007714571435053504
ASEG-Right-Putamen_Volume_mm3,,,0.4229863851662268,,1.057656104219245,0.002406866787344532,-0.0002576546481522863
ASEG-wm-lh-caudalanteriorcingulate_normStdDev,,,0.7460475687350461,,1.054825708550728,-0.05197309124084196,0.0007516329665406244
ASEG-Right-Accumbens-area_Volume_mm3,,,0.12123912262703117,,1.0464694086831121,0.01951509756866379,-0.00044860724997950683
A2009-ctx-rh-G_Ins_lg_and_S_cent_ins_ThickAvg,,,1.167684925013596,,1.042451750314796,-0.029567187557690295,9.242010645656246e-05
ASEG-CC_Posterior_normMean,,,-0.5479287941711947,,1.0410845071901922,0.03475130653457151,-0.00047173111019714473
ASEG-Left-Putamen_Volume_mm3,,,-0.08407860981185378,,1.0405155677100475,0.027023507894163377,-0.0005096218065751377
A2009-ctx-lh-S_orbital-H_Shaped_ThickStd,,,2.2019422486683293,,1.0383302508910992,-0.0982999995349924,0.0010091864781835208
A2009-ctx-lh-G_precuneus_ThickAvg,,,2.0410938413324913,,1.036735844028085,-0.07303173648852941,0.000560262881919451
ASEG-Left-Amygdala_Volume_mm3,,,-0.872231290355705,,1.0361588609841053,0.06178362388459294,-0.0008529264564389815
A2009-ctx-lh-G_temporal_middle_GrayVol,,,1.1883426521373783,,1.0341574803746996,-0.02816545712031652,4.812624199126399e-05
ASEG-Left-Thalamus_Volume_mm3,,,0.1932467717561887,,1.0332753378336619,0.021452611705801043,-0.0005128039778255195
ASEG-CC_Central_normMean,,,-1.2790878872061853,,1.0328064914806563,0.06979733568164592,-0.0008458784654766514
A2009-ctx-rh-G_orbital_GrayVol,,,2.0292441879758503,,1.0323858805733812,-0.06389682973187787,0.0003928262296744497
A2009-ctx-lh-G_rectus_ThickAvg,,,1.5187677027946775,,1.0292436379288223,-0.04667708730504168,0.0002735383529516122
A2009-ctx-lh-G_front_inf-Opercular_ThickAvg,,,1.8695624354969989,,1.0277839445643897,-0.05833461496413691,0.00033966824684894515
A2009-ctx-lh-G_front_inf-Triangul_ThickAvg,,,2.1862458170127006,,1.026813521072856,-0.07227431427820585,0.0004971464453384576
A2009-ctx-rh-G_temp_sup-G_T_transv_ThickAvg,,,1.4124784497256717,,1.026499258973601,-0.04663746131124977,0.00031314096928443424
A2009-ctx-lh-G_insular_short_ThickAvg,,,1.1219803663752448,,1.025304941190445,-0.03287742529241698,0.0001547123016587754
A2009-ctx-rh-G_insular_short_ThickAvg,,,0.9694580220079018,,1.0252524721321805,-0.027994673264505925,0.0001319963868976651
ASEG-Right-Cerebellum-Cortex_Volume_mm3,,,0.4190242845836487,,1.0225167604774734,0.002187218335875744,-0.00024307566405148853
ASEG-wm-rh-fusiform_normStdDev,,,0.3177343580385022,,1.0222950693465143,-0.023670026729963493,0.00034523387960329007
A2009-ctx-rh-G_cingul-Post-dorsal_ThickAvg,,,1.8253260674015166,,1.0200806173040942,-0.05581685007920984,0.00032724031023546613
A2009-ctx-lh-G_and_S_occipital_inf_ThickStd,,,0.3363407614956652,,1.0190529710928105,-0.024920901370297437,0.00035935661338345
ASEG-Right-Amygdala_Volume_mm3,,,-0.17474313724218538,,1.0159685539586985,0.02145860824568497,-0.0003712493793409133
A2009-ctx-lh-G_precuneus_GrayVol,,,1.7147329940253722,,1.015141969940187,-0.05124278283933493,0.00028999908533940523
A2009-ctx-rh-G_front_inf-Opercular_ThickAvg,,,2.0214731868829237,,1.0150702572074533,-0.06322914582181673,0.0003929645278940757
ASEG-wm-lh-fusiform_normMin,,,0.5735478975775797,,1.0143437090471261,-0.024222157246612242,0.00024330041967914252
A2009-ctx-lh-S_central_ThickStd,,,-0.26533319124050503,,1.014029461190811,0.010003341489280936,-8.343326445568052e-05
A2009-ctx-lh-G_and_S_transv_frontopol_ThickStd,,,2.0441463656561734,,1.0134503043628205,-0.08902954834100694,0.0008880568881740564
ASEG-Right-Thalamus_Volume_mm3,,,-0.2643625628701687,,1.0101544627639136,0.03919935069538542,-0.0006630841379824331
A2009-ctx-rh-G_pariet_inf-Angular_ThickStd,,,0.9512055198493959,,1.0088788261478019,-0.04134507810216339,0.00042562564496003596
A2009-ctx-lh-G_pariet_inf-Angular_ThickStd,,,1.385128669457118,,1.0075161493937708,-0.06728714558394458,0.0007370916600094566
A2009-ctx-rh-G_and_S_occipital_inf_ThickStd,,,0.13512567483062077,,1.0070456545893303,-0.015696042521526295,0.00025189457144709197
A2009-ctx-lh-G_subcallosal_ThickAvg,,,0.6070910070976725,,1.0070296392181564,-0.00840887211521517,-0.00010198098151412246
A2009-ctx-rh-S_oc-temp_lat_ThickAvg,,,0.9784337411092479,,1.0058298920624749,-0.027398947216188206,0.0001441809320878541
ASEG-Right-Hippocampus_normStdDev,,,-0.2057916035241613,,1.004534954439798,-0.010660178896241377,0.00032325964203138336
ASEG-Left-Cerebellum-Cortex_Volume_mm3,,,0.14179533799589503,,1.0039360492738745,0.018251529330959446,-0.00042694970027892825
A2009-ctx-lh-G_pariet_inf-Supramar_ThickAvg,,,2.0336635603987756,,1.0023074428320455,-0.06891868470577425,0.0004844854407987225
ASEG-wm-rh-isthmuscingulate_normStdDev,,,0.876106034749869,,0.9994942443411572,-0.059160827561186236,0.0008193934899650635
A2009-ctx-lh-G_front_middle_ThickStd,,,2.2401962540193323,,0.9971157539277565,-0.100337904244264,0.0010249870229521144
A2009-ctx-lh-G_and_S_cingul-Ant_ThickStd,,,1.9636030991017877,,0.9939716821602521,-0.08922566405326697,0.0009427352321471799
ASEG-wm-rh-fusiform_normMean,,,-0.2209606971938949,,0.9909444350023187,0.014671726719803999,-0.0002013454461237675
A2009-ctx-lh-G_oc-temp_lat-fusifor_ThickStd,,,0.09107164286899393,,0.9903035434455323,-0.014914514987073475,0.00027435414407491756
A2009-ctx-lh-S_central_ThickAvg,,,1.0655785302188605,,0.9901787945605679,-0.03729168039657916,0.00028269565492695036
A2009-ctx-lh-G_orbital_GrayVol,,,1.7904157455249972,,0.9885505277331363,-0.05216662168056915,0.0002665835017149581
A2009-ctx-lh-G_oc-temp_med-Lingual_ThickStd,,,0.6982731582686252,,0.9881723196132591,-0.014485248185838125,-3.219872822929641e-06
ASEG-wm-lh-pericalcarine_normStdDev,,,-0.18128993299320834,,0.9873628292683655,0.006853914556157715,-3.8288245486125524e-05
ASEG-wm-rh-caudalanteriorcingulate_normStdDev,,,0.23620200277434988,,0.9862138838750898,-0.029055138347330048,0.0004986363247363532
A2009-ctx-rh-G_precentral_ThickStd,,,1.4736590501359883,,0.9860586219907047,-0.07731696625001314,0.0009159854252194898
A2009-ctx-rh-S_circular_insula_ant_ThickAvg,,,1.639368783986668,,0.9856061841702943,-0.05311751708653386,0.0003574187253195226
A2009-ctx-rh-Lat_Fis-post_ThickStd,,,1.044675945645434,,0.9855525876893947,-0.052164662368689,0.0005978984130940103
A2009-ctx-lh-G_and_S_cingul-Ant_ThickAvg,,,2.0445750318562643,,0.9852555910904471,-0.07106427223588088,0.0005060726972787807
A2009-ctx-lh-G_temporal_middle_ThickAvg,,,1.6009863156459432,,0.9849933883997494,-0.04904696966856512,0.0002791850815865377
A2009-ctx-rh-S_subparietal_ThickAvg,,,0.9875878267191578,,0.9845960206092489,-0.023584452221597538,3.797626641129607e-05
A2009-ctx-lh-S_circular_insula_sup_ThickAvg,,,2.1734357837399525,,0.9844035165003756,-0.0654347757574503,0.0003690394727998731
A2009-ctx-rh-G_pariet_inf-Supramar_ThickAvg,,,1.9056668808581831,,0.9831968911547815,-0.06167086425468622,0.00040574193357069627
A2009-ctx-rh-G_occipital_middle_ThickStd,,,0.24175328802375795,,0.9826492500852592,-0.026939123840213994,0.000456063282052408
A2009-ctx-lh-S_oc-temp_med_and_Lingual_GrayVol,,,0.6231108777825684,,0.9810862349976015,-0.0069546347770242075,-0.00013448709278475823
A2009-ctx-lh-S_circular_insula_inf_ThickStd,,,0.3123392790823551,,0.9808772671433256,-0.02622105809488183,0.00039552003170332975
A2009-ctx-lh-G_and_S_subcentral_ThickAvg,,,1.798147755036648,,0.9807237488953209,-0.05594736807885814,0.0003511663497627108
A2009-ctx-lh-G_and_S_frontomargin_GrayVol,,,0.9788621780233921,,0.9796990624359004,-0.02076094609454375,-6.569123315945117e-06
A2009-ctx-rh-G_front_inf-Orbital_ThickAvg,,,1.2447803519144762,,0.9785857194333615,-0.03483064635135072,0.00013966921265611324
A2009-ctx-rh-S_temporal_transverse_ThickAvg,,,0.4251850351449738,,0.9775692214137843,5.863850564187773e-05,-0.00018100221511405058
ASEG-wm-lh-fusiform_normRange,,,0.0038333653219510162,,0.9752694096052003,-0.0035253649236831296,7.231663163327851e-05
ASEG-wm-rh-bankssts_normMean,,,0.3305643300976711,,0.9740887801475266,-0.009504614122249693,3.085651988496817e-05
A2009-ctx-rh-G_and_S_transv_frontopol_ThickStd,,,2.0790254360349256,,0.9736851136511929,-0.08345591012343336,0.0007700366815340399
A2009-ctx-lh-G_insular_short_GrayVol,,,1.3792924908787005,,0.9711453116988982,-0.0460639682859698,0.0003208973254345968
ASEG-Left-Hippocampus_normStdDev,,,0.47389977679315953,,0.9697700036070437,-0.034883981801065715,0.0005240300793619092
A2009-ctx-rh-G_temp_sup-Plan_polar_GrayVol,,,0.34684836125567786,,0.9685116637110911,0.0034412820076242354,-0.00020918660778257458
A2009-ctx-rh-G_temporal_middle_ThickStd,,,1.7837978361806186,,0.9684909965465749,-0.08106620474356191,0.00084138999291721
A2009-ctx-lh-G_front_sup_ThickStd,,,2.1546308033938026,,0.9682456919279728,-0.08891906624350986,0.000841080502630095
ASEG-wm-rh-inferiortemporal_normMean,,,0.7725431051728723,,0.9680190661689709,-0.028795044654604415,0.00023091722629418302
ASEG-wm-lh-superiorfrontal_normMean,,,0.9747022575720787,,0.9669837192147329,-0.04233183928957899,0.0004299250411749441
A2009-ctx-rh-G_and_S_transv_frontopol_GrayVol,,,1.5595196663492075,,0.9667744821168219,-0.0475439214986434,0.00028322867132671466
A2009-ctx-lh-G_precentral_ThickStd,,,1.195946556815252,,0.9642094730368108,-0.06250097181246586,0.0007395654407580723
A2009-ctx-lh-S_temporal_sup_GrayVol,,,1.1600347736096346,,0.9640561139809085,-0.03028602694490484,9.99030611932705e-05
ASEG-CC_Central_normStdDev,,,0.27851125873468396,,0.963954500192072,-0.028771122601074586,0.000473200941092343
ASEG-wm-lh-lateraloccipital_normMin,,,0.7071428415392146,,0.9634139754782993,-0.028242965967153092,0.00022490593503902878
ASEG-CC_Mid_Posterior_normStdDev,,,0.0014421856195517384,,0.962668948584537,-0.018359150916514428,0.0003650762232396305
ASEG-wm-lh-lateraloccipital_normRange,,,0.5419753196317935,,0.9609169940860016,-0.029171258300034256,0.0003630017949466301
A2009-ctx-lh-S_precentral-inf-part_ThickAvg,,,1.4417904333243172,,0.9601229492070339,-0.040771778922184004,0.00018294799983432968
A2009-ctx-rh-G_precuneus_GrayVol,,,1.8307583987918854,,0.957818815674402,-0.05154672089124624,0.00025466158197626036
ASEG-wm-rh-isthmuscingulate_normMin,,,-0.6810505745323144,,0.9575154509366224,0.044996519500864585,-0.0006465102476581567
A2009-ctx-rh-G_orbital_ThickAvg,,,2.1237400177507233,,0.9570005901964967,-0.07369291233996199,0.0005619110761314478
ASEG-CC_Posterior_normStdDev,,,1.176364326568173,,0.9569863897898402,-0.054518385857623766,0.0005817067675419239
A2009-ctx-rh-G_temp_sup-Lateral_ThickAvg,,,0.838223113449508,,0.9568072462611497,-0.019941410563837133,1.936420907021378e-05
A2009-ctx-lh-G_precentral_ThickAvg,,,1.2438584529749428,,0.9556878615733104,-0.03542033094156192,0.00017608250105396106
ASEG-wm-rh-fusiform_normMin,,,-0.11938567546152555,,0.955424251629309,0.009823123531064785,-0.00015843615675263637
ASEG-wm-lh-lateralorbitofrontal_normRange,,,0.5469515245354976,,0.9547615810542214,-0.023729154689940996,0.0002671416729744923
