feature_name,Norm_Coeff,Hearing_Coeff,Norm_Intercept,Hearing_Intercept,mean
A2009-ctx-rh-G_oc-temp_med-Parahip_ThickAvg,-0.00378693052269395,-0.0391066769179968,0.178257127452283,1.65020174917715,0.999429205670256
A2009-ctx-rh-G_precentral_ThickStd,0.00674677415662496,0.0139390694140101,-0.318286210451597,0.127818791421533,0.986572496979575
ASEG-wm-lh-insula_Volume_mm3,-0.00246903476254091,0.0298915930208989,0.127830321652237,-1.30801885885706,0.92142997129107
ASEG-wm-rh-precentral_normMean,0.00734425236272553,-0.0240720121428432,-0.364366415166663,1.21167548330132,0.876935291655593
ASEG-wm-lh-lateraloccipital_Volume_mm3,-0.009294643169941,0.021609457471773,0.474859550811356,-0.793884715325826,0.875065215470931
ASEG-Left-Putamen_normMax,-0.00672505576560292,0.0267815727908927,0.395979781014623,-0.778435371890553,0.861550982997816
ASEG-wm-rh-supramarginal_Volume_mm3,-0.00171645816597905,0.027034465014238,0.0819494851382868,-1.04435432493204,0.841657175899152
ASEG-wm-lh-inferiorparietal_normStdDev,0.00157734462239122,0.00550057264301644,0.0170494086598348,-0.632409741570759,0.832325985239928
A2009-ctx-rh-G_temp_sup-G_T_transv_ThickAvg,-0.0157018097872334,-0.0413171800696427,0.7653151222956,1.55073859039962,0.824538038113189
A2009-ctx-lh-S_cingul-Marginalis_ThickStd,-0.00665265595872223,0.0224546687762855,0.340090849873186,-0.871320142544094,0.81438344040393
ASEG-wm-lh-postcentral_normMean,0.0113602653724799,-0.0143395766977798,-0.584501069900227,0.982365403235255,0.809747311320443
ASEG-Right-Thalamus_Volume_mm3,-0.0229010612407623,0.00603398021425789,1.12767001514629,-0.364012088601512,0.799241913320764
ASEG-Right-Cerebellum-Cortex_normMean,0.000666434994363196,0.000993594866604441,-0.14790663080518,0.26618505738403,0.794926320452446
ASEG-wm-lh-lateralorbitofrontal_normMax,0.00401555283149043,0.0275988402622305,-0.204847439463043,-0.61301994724669,0.792094782060798
ASEG-Right-Cerebellum-Cortex_normMin,0.00178533872305453,-0.00449995783701334,-0.0241170491064404,0.716393833183871,0.781229950776513
ASEG-Left-Cerebellum-Cortex_normMean,0.000233800019372751,-0.00285158820648005,-0.133447113184737,0.433334238135771,0.780940366671749
A2009-ctx-rh-S_interm_prim-Jensen_ThickStd,-0.00591163399172032,0.0254120231858069,0.32676414599501,-1.23615022712153,0.769394518646619
ASEG-Left-Cerebellum-Cortex_normMin,0.000491110690117141,-0.0175297544804111,0.114181783593557,1.34414515043885,0.761398257463615
A2009-ctx-rh-S_intrapariet_and_P_trans_GrayVol,-0.0157201422158935,0.0112847700794511,0.789632210583681,-0.426818632342234,0.756889559975144
ASEG-wm-lh-precentral_normMean,0.0085686850134314,-0.0175675402416046,-0.435034496753286,0.964120133734016,0.755361755359355
ASEG-wm-rh-supramarginal_normStdDev,2.58175582142023E-06,0.00513937165926828,0.0983602092131615,-0.553492988637436,0.743362104424475
ASEG-Left-Accumbens-area_normRange,0.00396893737298481,0.0281881127227586,-0.191827179852875,-0.906189679544544,0.742288291755591
ASEG-wm-rh-inferiortemporal_normStdDev,0.00142673290690665,0.00301053504004406,-0.0359194748748366,-0.53289990407204,0.740727934360182
ASEG-wm-rh-lateraloccipital_normMax,0.00546943886441353,-0.0286660155576344,-0.115428249722986,1.71291442486291,0.737830108441356
ASEG-wm-lh-inferiortemporal_normStdDev,0.00130473724821876,0.00163665427917125,-0.0581492849613532,-0.479335712478278,0.737473121603981
ASEG-Right-Cerebellum-White-Matter_normMean,0.00835327260331202,0.0347617760004021,-0.405095427131486,-1.52173783987567,0.736182469454571
A2009-ctx-lh-Lat_Fis-ant-Horizont_GrayVol,-0.0128668691059445,0.0116902888859458,0.669205285597602,-0.16115463556842,0.736131165102301
A2009-ctx-rh-G_oc-temp_lat-fusifor_GrayVol,-0.013295322598438,0.0128147036292253,0.658783582613913,-0.524628741719358,0.735392173670215
ASEG-Left-Hippocampus_normMean,0.000510597061053914,-0.00141290543726373,-0.154995989300252,0.326242432021203,0.734792776549586
ASEG-wm-rh-inferiorparietal_Volume_mm3,-0.00473862527695935,0.022408612450885,0.238292780150613,-1.14866419998751,0.73128210498392
A2009-ctx-lh-S_collat_transv_ant_GrayVol,-0.0102838290794074,0.0138685765475317,0.520147664961604,-0.830692508050191,0.726610869517377
A2009-ctx-rh-G_and_S_paracentral_GrayVol,-0.0116572480660557,0.00922909077742408,0.572368199422546,0.0730201895446961,0.72243666409879
A2009-ctx-rh-Pole_occipital_ThickAvg,0.00525528644772903,-0.0210427176429905,-0.25401043312399,0.86820842913078,0.721795989554232
A2009-ctx-rh-S_suborbital_ThickAvg,-0.0088852328080327,-0.035302889077639,0.464960174937413,1.88103423455624,0.718323025001156
ASEG-4th-Ventricle_normMin,0.000886669265979218,-0.0179293021854722,0.0782885638471659,1.17221342482934,0.716613947818156
ASEG-wm-rh-postcentral_normMean,0.00917004841312592,-0.0136703314084012,-0.464724109113566,0.89768324551604,0.714351492867011
ASEG-wm-lh-fusiform_Volume_mm3,-0.00361815880019654,0.0219914561082944,0.197420856067644,-0.855235055209342,0.71167616592817
ASEG-Right-Putamen_Volume_mm3,-0.0209869211380827,0.00409458936710215,1.02827416518041,-0.0621703661898087,0.705109676226662
ASEG-wm-lh-supramarginal_normStdDev,-0.000273726075205017,0.00396158311712013,0.10048350619652,-0.495069349581885,0.704805072419876
ASEG-wm-lh-middletemporal_normMean,-0.00187987523435549,-0.0188807883290878,0.070128287307903,1.33085488416896,0.702867697009167
ASEG-wm-lh-superiorparietal_normStdDev,-0.000841084965903589,0.00915735181432509,0.138230824814166,-0.757662041873834,0.700063365831096
ASEG-wm-lh-rostralmiddlefrontal_Volume_mm3,-0.00539717266953306,0.0200735905192076,0.28253421867999,-0.919573337703936,0.696767415615444
A2009-ctx-rh-S_circular_insula_ant_GrayVol,-0.0165634801843727,0.00879001170254373,0.847087682523916,-0.226267979491985,0.69567443974688
A2009-ctx-lh-G_insular_short_GrayVol,-0.0188457085243868,0.00443009879348492,0.94066013108128,0.149139432120634,0.693381155574776
A2009-ctx-lh-S_circular_insula_sup_GrayVol,-0.017651176314601,0.00765409670390578,0.879706717237717,-0.467649000535819,0.691218760312567
ASEG-wm-lh-lateralorbitofrontal_normRange,0.000169428229967681,0.022306924035273,-0.0283038492363201,-0.688514741222744,0.689937989420844
ASEG-Right-Hippocampus_normMean,8.32260243480439E-06,-9.01933006554271E-05,-0.128048199395493,0.241439395619165,0.687161620370629
ASEG-Left-Thalamus_Volume_mm3,-0.0253383660120024,0.000358041214562656,1.25641925458573,0.0122736257345845,0.686396471778514
ASEG-wm-rh-rostralmiddlefrontal_normStdDev,0.000370925774719225,0.00584354703691578,0.0803744887065847,-0.577790204557177,0.684642757892758
ASEG-3rd-Ventricle_normStdDev,-0.0190049766995743,0.00128443664513238,0.854943423057452,-0.266143376230238,0.675301376061366
