feature_name,Norm_Coeff,Hearing_Coeff,Norm_Intercept,Hearing_Intercept,mean
ASEG-Left-choroid-plexus_Volume_mm3,0.0254485185218684,-0.00129631801011872,-1.08988326086678,0.552223190678253,0.865119142936508
A2009-ctx-lh-G_cingul-Post-dorsal_ThickAvg,-0.0277329224534229,0.00359155181615598,1.26010472378771,-0.574847356191114,0.854925767723527
ASEG-3rd-Ventricle_normStdDev,-0.0226511787394298,0.000889097035858512,1.01147144598507,-0.402228258853317,0.83710433034303
A2009-ctx-lh-G_orbital_GrayVol,-0.0288761453192193,-0.000261734062805645,1.35298152882321,-0.347587723742966,0.82936492552055
A2009-ctx-rh-S_circular_insula_inf_ThickAvg,-0.0253944741633974,0.00260982181428722,1.14694177462605,-0.467456539556138,0.825278207619246
A2009-ctx-rh-G_cingul-Post-dorsal_ThickAvg,-0.0278207628195882,0.00177757592674162,1.29330362193678,-0.383975851479154,0.807093596177706
A2009-ctx-rh-G_temporal_middle_GrayVol,-0.0236072427442922,0.00210357011594388,1.10176843292336,-0.493926224826637,0.800261957595615
ASEG-3rd-Ventricle_Volume_mm3,0.0286979608384202,0.000742225376312918,-1.16127949757967,0.587287210697929,0.772759361928184
A2009-ctx-rh-S_parieto_occipital_ThickAvg,-0.025295736523439,0.00202495659748581,1.15212905091073,-0.420251682324206,0.7696895492195
A2009-ctx-lh-S_parieto_occipital_ThickAvg,-0.0263599230906908,0.00196842923948197,1.18203346424136,-0.406759744858549,0.767922545667858
A2009-ctx-lh-S_oc-temp_med_and_Lingual_ThickAvg,-0.0230401912980252,0.000873815601073351,1.03636392585459,-0.435907083125766,0.76033531698633
A2009-ctx-lh-S_temporal_sup_ThickAvg,-0.0276338680920659,-0.00101645083522675,1.25569618876406,-0.32434152790421,0.760300265321855
A2009-ctx-rh-S_oc-temp_med_and_Lingual_ThickAvg,-0.0236089314542169,0.000903913438200263,1.07738225928985,-0.453190407554738,0.75615243120899
ASEG-Right-choroid-plexus_Volume_mm3,0.0236699059191274,-0.00022335879392074,-1.02484103499893,0.448723170402141,0.75492546806474
A2009-ctx-rh-Lat_Fis-post_ThickAvg,-0.0282473087354795,-0.00258544584091431,1.28601416412421,-0.274859912320728,0.753746261378243
ASEG-Right-Lateral-Ventricle_normStdDev,-0.0223962705671251,0.00268299015744839,0.982968494975056,-0.499302223676029,0.753441565300908
A2009-ctx-rh-S_calcarine_ThickAvg,-0.0267090219540497,0.00114067027572845,1.24184217593015,-0.341326989563422,0.753182725013039
A2009-ctx-lh-S_circular_insula_sup_ThickAvg,-0.0297897517338162,-0.00352762034847614,1.36523950750113,-0.192983613200595,0.749611008046459
A2009-ctx-lh-G_front_inf-Opercular_ThickAvg,-0.0286111236866963,-0.00285960112945349,1.3120074864535,-0.250119541119699,0.744112921115225
A2009-ctx-lh-S_circular_insula_inf_ThickAvg,-0.0242053634269492,6.79097216063789E-05,1.07768650188483,-0.410020637608021,0.74409081793941
A2009-ctx-rh-G_orbital_GrayVol,-0.0277905759249122,-0.00185520488813943,1.2836261810381,-0.242625154658866,0.742927640260342
ASEG-Left-Lateral-Ventricle_normStdDev,-0.0221206987234051,0.000974154276342996,0.97707445221474,-0.402798644819767,0.73983068930326
